学科名称,大学名称,排名,论文数,引用次数,每篇论文引用次数
PLANT & ANIMAL SCIENCE,HEBEI ACADEMY OF AGRICULTURAL & FORESTRY SCIENCES,1079,509,7658,15.050
PLANT & ANIMAL SCIENCE,GUANGDONG ACADEMY OF SCIENCES,1080,740,7652,10.340
PLANT & ANIMAL SCIENCE,HEBEI UNIVERSITY,1086,1015,7599,7.490
PLANT & ANIMAL SCIENCE,HUBEI ACADEMY OF AGRICULTURAL SCIENCES,1087,512,7583,14.810
PLANT & ANIMAL SCIENCE,HUNAN NORMAL UNIVERSITY,1093,729,7492,10.280
PLANT & ANIMAL SCIENCE,INSTITUTE OF MEDICINAL PLANT DEVELOPMENT - CAMS,1094,418,7487,17.910
PLANT & ANIMAL SCIENCE,JINAN UNIVERSITY,1102,499,7374,14.780
PLANT & ANIMAL SCIENCE,GUANGZHOU UNIVERSITY,1103,449,7361,16.390
PLANT & ANIMAL SCIENCE,"FEED RESEARCH INSTITUTE, CAAS",1109,289,7329,25.360
PLANT & ANIMAL SCIENCE,"KUNMING INSTITUTE OF ZOOLOGY, CAS",1123,611,7261,11.880
PLANT & ANIMAL SCIENCE,HENAN NORMAL UNIVERSITY,1127,674,7227,10.720
PLANT & ANIMAL SCIENCE,HEILONGJIANG BAYI AGRICULTURAL UNIVERSITY,1133,593,7166,12.080
PLANT & ANIMAL SCIENCE,"RESEARCH CENTER FOR ECO-ENVIRONMENTAL SCIENCES (RCEES), CAS",1140,387,7072,18.270
PLANT & ANIMAL SCIENCE,CHINA ACADEMY OF CHINESE MEDICAL SCIENCES,1142,470,7059,15.020
PLANT & ANIMAL SCIENCE,HENAN INSTITUTE OF SCIENCE & TECHNOLOGY,1143,739,7055,9.550
PLANT & ANIMAL SCIENCE,HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY,1145,399,7039,17.640
PLANT & ANIMAL SCIENCE,XINJIANG AGRICULTURAL UNIVERSITY,1146,790,7036,8.910
PLANT & ANIMAL SCIENCE,SHAANXI NORMAL UNIVERSITY,1148,584,7033,12.040
PLANT & ANIMAL SCIENCE,HUNAN ACADEMY OF AGRICULTURAL SCIENCES,1149,458,7016,15.320
PLANT & ANIMAL SCIENCE,QUJING NORMAL UNIVERSITY,1154,280,6979,24.930
PLANT & ANIMAL SCIENCE,SHANTOU UNIVERSITY,1156,573,6967,12.160
PLANT & ANIMAL SCIENCE,GUANGXI ACADEMY OF AGRICULTURAL SCIENCES,1158,545,6944,12.740
PLANT & ANIMAL SCIENCE,"YANTAI INSTITUTE OF COASTAL ZONE RESEARCH, CAS",1167,346,6819,19.710
PLANT & ANIMAL SCIENCE,HEBEI NORMAL UNIVERSITY,1173,461,6756,14.660
PLANT & ANIMAL SCIENCE,HUBEI UNIVERSITY,1189,522,6623,12.690
PLANT & ANIMAL SCIENCE,"INSTITUTE OF AGRICULTURAL RESOURCES & REGIONAL PLANNING, CAAS",1233,249,6306,25.330
PLANT & ANIMAL SCIENCE,FUJIAN ACADEMY OF AGRICULTURAL SCIENCES,1244,608,6243,10.270
PLANT & ANIMAL SCIENCE,"INSTITUTE OF ENVIRONMENT & SUSTAINABLE DEVELOPMENT IN AGRICULTURE, CAAS",1249,230,6210,27.000
PLANT & ANIMAL SCIENCE,"SECOND INSTITUTE OF OCEANOGRAPHY, MINISTRY OF NATURAL RESOURCES",1256,448,6134,13.690
PLANT & ANIMAL SCIENCE,CENTRAL CHINA NORMAL UNIVERSITY,1260,389,6089,15.650
PLANT & ANIMAL SCIENCE,"THIRD INSTITUTE OF OCEANOGRAPHY, MINISTRY OF NATURAL RESOURCES",1278,515,5953,11.560
PLANT & ANIMAL SCIENCE,"ECOLOGY & NATURE CONSERVATION INSTITUTE, CAF",1281,582,5935,10.200
PLANT & ANIMAL SCIENCE,NAVAL MEDICAL UNIVERSITY,1292,202,5831,28.870
PLANT & ANIMAL SCIENCE,"HARBIN VETERINARY RESEARCH INSTITUTE, CAAS",1300,381,5780,15.170
PLANT & ANIMAL SCIENCE,LINYI UNIVERSITY,1303,380,5760,15.160
PLANT & ANIMAL SCIENCE,SHANGHAITECH UNIVERSITY,1308,118,5727,48.530
PLANT & ANIMAL SCIENCE,SHANXI UNIVERSITY,1312,429,5693,13.270
PLANT & ANIMAL SCIENCE,INNER MONGOLIA UNIVERSITY,1344,505,5487,10.870
PLANT & ANIMAL SCIENCE,XINJIANG ACADEMY OF AGRICULTURAL SCIENCES,1348,448,5472,12.210
PLANT & ANIMAL SCIENCE,MINISTRY OF WATER RESOURCES,1352,294,5460,18.570
PLANT & ANIMAL SCIENCE,QINGHAI UNIVERSITY,1355,747,5453,7.300
PLANT & ANIMAL SCIENCE,NANCHANG UNIVERSITY,1360,512,5434,10.610
PLANT & ANIMAL SCIENCE,"TOBACCO RESEARCH INSTITUTE, CAAS",1362,319,5422,17.000
PLANT & ANIMAL SCIENCE,"PEARL RIVER FISHERIES RESEARCH INSTITUTE, CAFS",1393,430,5198,12.090
PLANT & ANIMAL SCIENCE,JILIN ACADEMY OF AGRICULTURAL SCIENCES,1396,419,5178,12.360
PLANT & ANIMAL SCIENCE,HUNAN UNIVERSITY,1406,296,5140,17.360
PLANT & ANIMAL SCIENCE,"YANGTZE RIVER FISHERIES RESEARCH INSTITUTE, CAFS",1417,501,5063,10.110
PLANT & ANIMAL SCIENCE,"FIRST INSTITUTE OF OCEANOGRAPHY, MINISTRY OF NATURAL RESOURCES",1441,450,4933,10.960
PLANT & ANIMAL SCIENCE,ZHEJIANG NORMAL UNIVERSITY,1442,349,4927,14.120
PLANT & ANIMAL SCIENCE,ZHEJIANG SCI-TECH UNIVERSITY,1447,373,4912,13.170
PLANT & ANIMAL SCIENCE,SHANGHAI CHENSHAN BOTANICAL GARDEN,1450,199,4904,24.640
PLANT & ANIMAL SCIENCE,FUJIAN NORMAL UNIVERSITY,1482,380,4780,12.580
PLANT & ANIMAL SCIENCE,CHONGQING NORMAL UNIVERSITY,1491,366,4746,12.970
PLANT & ANIMAL SCIENCE,HOHAI UNIVERSITY,1495,461,4725,10.250
PLANT & ANIMAL SCIENCE,GUIZHOU NORMAL UNIVERSITY,1496,590,4723,8.010
PLANT & ANIMAL SCIENCE,"INSTITUTE OF BOTANY, JIANGSU PROVINCE & CHINESE ACADEMY OF SCIENCES",1526,393,4595,11.690
PLANT & ANIMAL SCIENCE,"BEIJING INSTITUTE OF GENOMICS, CAS",1532,90,4560,50.670
PLANT & ANIMAL SCIENCE,LUDONG UNIVERSITY,1535,498,4548,9.130
PLANT & ANIMAL SCIENCE,DALIAN UNIVERSITY OF TECHNOLOGY,1538,254,4535,17.850
PLANT & ANIMAL SCIENCE,"QINGDAO INSTITUTE OF BIOENERGY & BIOPROCESS TECHNOLOGY, CAS",1546,158,4512,28.560
PLANT & ANIMAL SCIENCE,JIANGSU OCEAN UNIVERSITY,1551,452,4484,9.920
PLANT & ANIMAL SCIENCE,NINGXIA UNIVERSITY,1570,528,4437,8.400
PLANT & ANIMAL SCIENCE,CUHK SHENZHEN RESEARCH INSTITUTE,1576,118,4410,37.370
PLANT & ANIMAL SCIENCE,"THE CHINESE UNIVERSITY OF HONG KONG, SHENZHEN",1577,126,4408,34.980
PLANT & ANIMAL SCIENCE,CHINA WEST NORMAL UNIVERSITY,1579,521,4400,8.450
PLANT & ANIMAL SCIENCE,JIANGSU NORMAL UNIVERSITY,1582,228,4392,19.260
PLANT & ANIMAL SCIENCE,TIANJIN UNIVERSITY,1584,364,4385,12.050
PLANT & ANIMAL SCIENCE,SOUTHERN MARINE SCIENCE & ENGINEERING GUANGDONG LABORATORY (ZHUHAI),1591,621,4351,7.010
PLANT & ANIMAL SCIENCE,SOUTHWEST UNIVERSITY OF SCIENCE & TECHNOLOGY - CHINA,1597,377,4304,11.420
PLANT & ANIMAL SCIENCE,TAIZHOU UNIVERSITY,1600,312,4288,13.740
PLANT & ANIMAL SCIENCE,SHANGHAI UNIVERSITY,1610,226,4245,18.780
PLANT & ANIMAL SCIENCE,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,1644,292,4076,13.960
PLANT & ANIMAL SCIENCE,"RESEARCH INSTITUTE OF SUBTROPICAL FORESTRY, CAF",1648,325,4051,12.460
PLANT & ANIMAL SCIENCE,YUNNAN NORMAL UNIVERSITY,1655,303,4030,13.300
PLANT & ANIMAL SCIENCE,"NANJING INSTITUTE OF GEOGRAPHY & LIMNOLOGY, CAS",1660,244,4023,16.490
PLANT & ANIMAL SCIENCE,TONGJI UNIVERSITY,1663,349,4004,11.470
PLANT & ANIMAL SCIENCE,GUIZHOU INSTITUTE OF TECHNOLOGY,1666,108,3995,36.990
PLANT & ANIMAL SCIENCE,INTERNATIONAL CENTRE FOR BAMBOO & RATTAN,1673,350,3963,11.320
PLANT & ANIMAL SCIENCE,"ZHENGZHOU FRUIT RESEARCH INSTITUTE, CAAS",1679,206,3945,19.150
PLANT & ANIMAL SCIENCE,SOOCHOW UNIVERSITY - CHINA,1702,308,3878,12.590
PLANT & ANIMAL SCIENCE,"CENTER FOR AGRICULTURAL RESOURCES RESEARCH, INSTITUTE OF GENETIC & DEVELOPMENTAL BIOLOGY, CAS",1708,162,3864,23.850
PLANT & ANIMAL SCIENCE,TIANJIN AGRICULTURAL UNIVERSITY,1710,477,3861,8.090
PLANT & ANIMAL SCIENCE,"INSTITUTE OF TIBETAN PLATEAU RESEARCH, CAS",1711,207,3851,18.600
PLANT & ANIMAL SCIENCE,"RESEARCH INSTITUTE OF WOOD INDUSTRY, CAF",1712,293,3850,13.140
PLANT & ANIMAL SCIENCE,KEY LABORATORY OF ANIMAL BIOTECHNOLOGY & DISEASE CONTROL & PREVENTION OF SHANDONG PROVINCE,1718,267,3823,14.320
PLANT & ANIMAL SCIENCE,HEFEI UNIVERSITY OF TECHNOLOGY,1726,186,3780,20.320
PLANT & ANIMAL SCIENCE,JIANGSU UNIVERSITY OF SCIENCE & TECHNOLOGY,1727,462,3777,8.180
PLANT & ANIMAL SCIENCE,HAINAN NORMAL UNIVERSITY,1735,461,3752,8.140
PLANT & ANIMAL SCIENCE,CHINA PHARMACEUTICAL UNIVERSITY,1753,228,3669,16.090
PLANT & ANIMAL SCIENCE,CHINA JILIANG UNIVERSITY,1769,235,3633,15.460
PLANT & ANIMAL SCIENCE,NANJING UNIVERSITY OF INFORMATION SCIENCE & TECHNOLOGY,1770,316,3631,11.490
PLANT & ANIMAL SCIENCE,LIAONING ACADEMY OF AGRICULTURAL SCIENCES,1780,387,3609,9.330
PLANT & ANIMAL SCIENCE,ANHUI NORMAL UNIVERSITY,1808,462,3528,7.640
PLANT & ANIMAL SCIENCE,NANTONG UNIVERSITY,1815,246,3491,14.190
PLANT & ANIMAL SCIENCE,LIAOCHENG UNIVERSITY,1830,431,3448,8.000
PLANT & ANIMAL SCIENCE,HAINAN SEED INDUSTRY LABORATORY,1838,327,3433,10.500
PLANT & ANIMAL SCIENCE,YANTAI UNIVERSITY,1842,379,3424,9.030
PLANT & ANIMAL SCIENCE,XINJIANG UNIVERSITY,1857,473,3387,7.160
PLANT & ANIMAL SCIENCE,WUHAN POLYTECHNIC UNIVERSITY,1861,337,3381,10.030
PLANT & ANIMAL SCIENCE,"SHANGHAI VETERINARY RESEARCH INSTITUTE, CAAS",1881,317,3313,10.450
PLANT & ANIMAL SCIENCE,CHINA UNIVERSITY OF GEOSCIENCES,1882,363,3309,9.120
PLANT & ANIMAL SCIENCE,"EAST CHINA SEA FISHERIES RESEARCH INSTITUTE, CAFS",1909,379,3218,8.490
PLANT & ANIMAL SCIENCE,"INSTITUTE OF URBAN ENVIRONMENT, CAS",1912,92,3196,34.740
PLANT & ANIMAL SCIENCE,SOUTHERN MARINE SCIENCE & ENGINEERING GUANGDONG LABORATORY (GUANGZHOU),1924,421,3179,7.550
PLANT & ANIMAL SCIENCE,QILU UNIVERSITY OF TECHNOLOGY,1925,279,3175,11.380
PLANT & ANIMAL SCIENCE,ANHUI SCIENCE & TECHNOLOGY UNIVERSITY,1928,330,3158,9.570
PLANT & ANIMAL SCIENCE,"NATIONAL RESOURCE CENTER FOR CHINESE MATERIA MEDICA, CACMS",1939,259,3142,12.130
